x,y
-3.683333333333333,-7.660486639604272
-3.8249999999999997,-7.5907427172839945
-3.966666666666667,-7.517682858138906
-4.108333333333333,-7.441209392445708
-4.25,-7.361215932167728
-4.391666666666667,-7.277586405456749
-4.533333333333333,-7.190193939588061
-4.675,-7.098899562608278
-4.816666666666666,-7.00355068677469
-4.958333333333333,-6.903979327573016
-5.1,-6.8
-5.241666666666666,-6.691407217884408
-5.383333333333333,-6.577972500871543
-5.5249999999999995,-6.459440765267533
-5.666666666666666,-6.335525936249405
-5.808333333333334,-6.205905565579361
-5.95,-6.070214164261422
-6.091666666666667,-5.928034853323842
-6.233333333333333,-5.778888782071823
-6.375,-5.622221536012255
-6.516666666666667,-5.457385413873163
-6.658333333333333,-5.283615923041929
-6.8,-5.1000000000000005
-6.941666666666666,-4.905432079734556
-7.083333333333333,-4.698551786336817
-7.225,-4.477652844962415
-7.366666666666666,-4.240545038343801
-7.508333333333333,-3.9843356479538174
-7.6499999999999995,-3.7050641020095734
-7.791666666666666,-3.3970473290131777
-7.933333333333334,-3.0515933907095514
-8.075,-2.654124149319322
-8.216666666666667,-2.176324628562771
-8.358333333333333,-1.54540088290673
-8.5,-0.0
